original_id,lima_0,lima_1,lima_2,lima_3,lima_4,lima_5,lima_6,lima_7,lima_8,lima_9
lima_0,700.7384033203125,7.380151271820068,26.23668670654297,5.32663631439209,-2.6265463829040527,35.67694854736328,30.14000701904297,7.958379745483398,6.076570510864258,8.484148025512695
lima_1,-3.7306017875671387,196.84938049316406,-1.5832099914550781,-5.861059188842773,-2.444615364074707,5.12901496887207,15.378582000732422,-12.913674354553223,5.850517272949219,5.514441013336182
lima_2,11.600126266479492,3.0291647911071777,960.96533203125,7.783886909484863,11.206193923950195,10.060545921325684,34.40821838378906,24.065555572509766,-6.019434928894043,7.923913955688477
lima_3,11.62074089050293,5.798694610595703,9.425385475158691,300.29095458984375,0.15063077211380005,-10.27761459350586,10.038213729858398,-2.954803943634033,1.1522412300109863,7.397229194641113
lima_4,-4.735509872436523,9.950197219848633,11.523030281066895,8.552574157714844,388.990478515625,-4.557472229003906,19.577756881713867,5.981244087219238,-8.240814208984375,12.040643692016602
lima_5,35.70595169067383,6.10672664642334,18.84163475036621,-22.901018142700195,-19.440753936767578,846.6972045898438,11.471599578857422,14.804719924926758,43.659912109375,7.6444525718688965
lima_6,47.72701644897461,11.20046329498291,23.724584579467773,6.237095355987549,13.382335662841797,9.398446083068848,399.4369812011719,-1.615424394607544,16.108091354370117,1.9346551895141602
lima_7,1.8345074653625488,-0.4912097454071045,18.389734268188477,1.1522998809814453,-4.126739025115967,11.712915420532227,11.202677726745605,711.8939208984375,29.26386070251465,12.942388534545898
lima_8,20.194534301757812,5.915744781494141,17.892974853515625,0.0007222890853881836,2.154916286468506,4.304614543914795,20.152128219604492,16.2485294342041,743.84814453125,-17.74793815612793
lima_9,7.3686041831970215,2.5163915157318115,-11.044443130493164,5.662416458129883,6.940208435058594,8.01187515258789,22.922361373901367,9.81115436553955,3.914278745651245,350.69024658203125
